rf,extra,xgboost,neuralNetwork,labels
54,4,54,85,54
54,54,54,85,54
4,4,0,10,48
5,5,5,4,5
57,57,57,4,57
99,99,0,4,0
1,1,1,24,1
1,1,1,60,1
4,12,48,86,48
4,12,48,60,48
4,4,48,86,48
1,1,1,86,1
52,52,52,86,52
28,4,26,60,0
1,1,1,3,1
3,3,3,33,3
17,1,0,4,17
5,5,5,60,5
28,4,26,3,0
3,3,3,3,3
1,1,1,3,1
4,4,0,3,0
5,5,5,43,5
5,5,5,43,5
5,5,5,43,5
5,5,5,85,5
39,39,39,4,25
99,99,99,85,0
0,0,40,86,0
12,12,12,60,12
33,57,33,3,33
52,52,52,3,52
1,1,1,3,1
57,57,57,3,60
7,7,7,65,7
52,52,32,4,52
1,1,1,3,1
5,5,5,85,5
17,1,0,85,17
82,82,66,3,82
6,5,2,3,2
4,1,4,4,4
12,12,12,3,12
0,0,13,3,0
52,52,32,4,32
3,3,3,4,3
28,1,26,60,0
0,2,0,3,97
0,5,0,4,97
0,5,0,4,97
0,5,0,28,97
57,8,8,4,30
5,5,5,4,5
5,5,5,3,5
5,5,5,4,5
0,0,65,4,65
12,12,2,62,29
52,52,52,4,52
4,4,0,3,1
3,3,3,4,3
17,1,0,4,17
17,1,0,4,17
2,2,2,4,2
2,2,2,81,2
2,2,2,4,2
2,2,2,3,2
5,5,5,60,5
5,5,5,60,5
1,1,1,60,1
1,1,1,60,1
1,1,1,60,1
1,1,1,60,1
0,99,60,81,0
0,99,102,4,0
0,99,102,3,0
57,57,57,4,57
0,5,0,3,97
39,39,25,28,25
17,1,0,4,17
4,1,4,2,4
4,1,4,4,4
0,99,102,62,0
3,3,3,3,3
0,99,60,4,0
25,25,25,4,39
37,37,37,9,0
3,3,3,2,3
2,5,2,4,2
1,4,68,4,1
57,52,33,4,33
5,5,5,60,5
7,7,7,4,7
3,3,3,85,85
17,1,0,4,17
4,4,0,4,17
1,1,1,46,1
28,4,28,4,28
5,5,5,35,93
65,65,65,4,65
5,5,5,2,5
12,12,12,7,12
1,1,0,4,0
7,5,77,3,93
57,60,0,3,60
12,12,12,4,12
52,52,52,4,52
57,73,73,3,73
1,1,1,3,1
4,4,4,3,4
5,5,5,3,5
2,5,2,4,2
5,5,5,3,5
7,7,7,4,7
7,7,7,4,7
12,0,0,52,0
5,5,5,60,5
52,52,52,60,52
0,99,0,60,0
5,5,5,4,5
5,5,5,4,5
5,5,5,4,5
5,5,5,4,5
81,60,74,4,74
12,12,12,4,12
5,5,5,4,5
52,52,33,4,33
0,5,77,4,93
1,1,1,4,1
1,1,1,4,1
1,1,1,4,1
1,1,1,85,1
1,1,1,97,1
1,1,1,86,1
1,1,1,55,1
3,5,3,55,3
5,5,5,0,5
5,5,5,60,5
65,65,65,4,65
52,52,33,4,20
5,5,5,85,5
98,4,98,60,0
5,5,5,85,5
5,5,5,85,5
1,1,1,28,1
0,0,0,4,38
12,12,12,85,12
0,99,67,89,0
5,5,5,3,5
5,5,5,85,5
1,1,1,85,1
52,52,52,4,0
52,99,52,60,21
1,1,1,3,1
1,1,1,86,1
2,5,2,86,2
7,7,7,86,7
2,5,2,3,2
52,52,20,4,25
64,99,0,86,64
0,17,0,86,0
0,17,0,60,0
0,17,0,99,0
5,5,5,0,5
5,5,5,6,5
1,1,1,6,1
5,5,5,60,5
5,5,5,4,5
5,5,2,4,2
37,5,37,4,37
2,5,2,4,2
4,1,4,4,4
5,5,5,4,5
5,5,5,60,5
5,5,34,4,6
6,5,6,17,6
17,17,0,17,17
17,17,0,4,17
17,17,0,4,17
17,17,99,4,17
5,5,5,56,5
4,1,4,60,4
57,57,57,4,57
0,1,0,4,17
5,5,5,4,5
4,4,4,4,4
7,7,7,4,7
3,4,0,4,17
5,5,5,4,5
82,82,82,0,82
6,5,6,4,6
1,1,1,4,1
1,1,1,60,1
57,57,57,4,57
0,5,0,4,0
81,53,0,4,81
17,17,62,24,56
17,17,62,60,56
17,17,62,2,56
4,4,4,4,4
3,5,10,4,3
3,5,3,86,3
4,1,4,62,4
2,2,2,4,2
1,1,1,4,1
1,1,1,4,1
1,1,1,4,1
1,1,1,4,1
81,81,74,4,74
52,52,0,4,0
17,17,28,4,80
17,17,80,24,80
17,17,0,4,17
17,17,0,2,17
17,17,0,4,17
17,17,0,4,17
17,17,61,4,17
17,17,0,4,17
5,5,5,4,5
5,5,5,24,5
4,4,4,4,4
17,17,99,3,17
17,17,0,0,17
17,17,0,4,17
17,17,0,6,17
17,17,0,85,17
17,17,0,41,17
17,17,0,39,17
17,17,0,4,17
17,17,0,4,17
3,3,3,4,3
17,17,0,97,17
17,17,0,4,17
17,17,0,39,17
17,17,0,4,17
17,17,0,2,17
5,5,5,1,5
5,5,5,6,5
1,1,1,2,1
5,5,5,4,5
52,52,52,4,42
5,5,5,4,5
0,4,0,6,56
5,5,5,2,5
48,12,48,4,48
5,5,5,39,5
12,12,12,0,12
12,12,12,4,12
0,52,73,25,73
5,0,5,25,33
37,37,37,24,0
4,1,4,24,4
5,5,5,39,5
5,5,5,95,5
0,17,0,95,0
5,5,5,4,5
3,3,3,4,3
3,3,3,0,3
3,5,3,24,3
52,99,32,4,82
57,57,57,4,57
57,57,57,4,57
5,5,5,2,5
1,1,1,4,1
39,25,25,4,25
6,5,6,0,6
12,12,12,39,12
7,7,7,60,7
0,65,0,0,40
14,14,55,4,14
5,5,5,60,5
5,5,5,24,5
4,4,0,4,0
1,4,1,4,1
1,1,1,4,1
1,1,1,4,1
1,1,1,2,1
6,5,93,97,93
5,5,5,97,5
37,37,37,99,37
4,1,4,34,4
5,5,2,97,5
0,99,0,97,0
12,12,12,97,12
5,5,5,97,5
1,1,1,28,1
1,1,1,28,1
1,1,1,1,1
5,5,5,1,5
3,3,3,37,3
4,12,48,1,48
5,5,5,111,5
12,4,12,39,12
5,5,5,1,5
5,5,5,1,5
1,4,1,1,1
39,39,33,71,25
5,5,5,0,5
0,0,0,0,0
57,57,57,71,57
5,5,5,2,5
5,5,5,91,5
5,5,5,39,5
5,5,5,6,5
1,1,1,6,1
3,3,10,99,3
52,52,33,99,33
1,1,0,60,0
1,1,0,25,0
5,5,5,24,5
5,5,5,22,5
5,5,5,99,5
5,5,5,99,5
7,7,7,64,7
12,12,12,65,12
52,52,60,99,0
57,57,57,6,57
57,57,57,0,57
2,5,2,99,2
3,3,3,99,3
6,5,97,99,0
5,5,5,99,5
1,1,1,99,1
2,5,2,99,2
28,1,62,99,62
2,5,2,99,2
57,57,57,99,57
99,99,74,99,9
5,5,5,99,5
14,14,55,99,14
14,14,55,99,14
14,14,55,99,14
14,14,55,7,14
14,14,55,37,14
14,14,55,95,14
7,7,7,99,7
99,99,74,6,9
2,5,14,99,0
2,2,2,99,2
28,1,28,99,28
3,5,0,99,97
5,5,5,99,5
57,57,41,99,41
0,1,0,99,17
3,5,3,99,3
0,5,0,99,0
14,14,14,99,14
98,4,98,0,26
3,3,3,24,85
3,3,3,99,85
5,5,5,0,5
1,1,1,2,1
52,52,23,99,52
5,5,5,2,5
2,6,2,99,2
5,5,5,99,5
52,52,52,99,23
57,57,57,99,57
4,1,4,99,4
52,52,52,99,52
0,5,0,0,6
1,1,1,99,1
5,5,5,99,5
2,2,14,99,2
0,5,0,99,0
3,3,3,99,3
3,5,3,99,3
60,99,60,99,9
60,99,9,44,9
3,3,85,24,85
0,4,0,60,98
12,12,56,60,62
1,1,1,60,1
12,12,12,60,12
4,1,4,60,4
6,5,0,60,6
52,52,52,60,52
0,5,0,60,6
52,52,52,60,52
52,52,52,60,52
1,1,71,60,71
25,52,25,60,39
6,5,0,24,36
5,5,5,24,5
1,1,1,0,68
3,3,3,99,3
57,57,57,115,57
3,5,85,60,85
7,7,7,64,7
57,73,73,99,73
5,5,5,0,5
5,5,5,73,5
1,1,1,60,1
0,5,34,0,0
17,1,0,99,17
0,5,0,64,6
1,1,71,99,71
1,1,71,64,71
7,7,7,60,7
52,52,52,60,52
52,52,52,99,52
52,52,52,99,52
3,5,3,22,0
3,5,10,64,10
57,57,57,112,57
65,65,65,99,65
52,52,52,99,52
52,52,52,99,52
52,52,52,99,52
1,4,1,99,1
5,5,5,67,5
25,25,25,50,25
2,5,2,99,87
4,1,4,99,4
3,3,3,99,3
98,1,98,99,0
98,1,98,99,0
57,57,57,99,57
1,4,1,99,1
5,5,5,99,5
0,0,0,99,38
5,5,5,99,5
4,4,4,99,0
0,4,83,99,62
3,12,3,99,0
3,3,3,99,3
0,0,62,99,56
0,5,0,99,38
2,3,2,99,2
5,5,5,99,5
7,7,7,99,7
3,3,3,0,10
1,4,1,99,1
2,2,2,99,2
57,52,8,60,8
5,5,5,60,5
2,5,14,60,2
52,52,52,60,52
52,52,52,99,52
52,52,52,99,52
52,52,52,99,52
52,52,52,60,52
52,52,52,60,52
52,52,52,99,52
52,52,52,0,52
52,52,52,0,52
52,52,52,0,52
5,5,5,0,5
4,4,4,34,9
0,5,77,86,93
99,99,67,102,67
5,5,5,99,5
3,3,3,62,3
5,5,5,99,5
4,4,4,99,4
12,12,12,99,12
1,1,1,99,1
5,5,5,22,5
0,5,93,0,77
99,99,60,60,0
5,5,5,22,5
2,14,2,86,2
2,2,2,86,2
4,4,4,99,4
3,5,3,99,3
5,5,5,0,5
3,5,3,102,3
5,5,2,86,2
52,52,52,99,82
5,5,5,99,5
17,5,0,86,0
24,24,24,99,24
5,5,5,60,5
5,5,5,99,5
3,3,3,99,3
5,5,5,99,5
98,4,98,99,26
5,5,5,86,5
4,4,4,0,4
4,1,4,99,4
52,99,52,22,82
3,3,3,99,3
3,3,3,60,3
3,3,3,64,3
3,3,3,64,3
5,5,5,56,5
5,5,5,99,5
2,2,2,60,2
39,39,39,60,25
5,5,2,60,5
57,52,33,99,33
14,5,14,22,2
2,3,2,99,2
57,57,57,99,57
52,52,52,99,35
52,52,52,99,35
5,5,5,99,5
4,1,4,99,4
1,1,1,99,1
1,4,68,99,1
5,5,5,99,5
5,5,5,99,5
6,5,32,99,0
1,1,1,99,1
0,17,0,60,0
99,99,60,99,99
4,4,4,64,4
52,52,52,99,52
4,4,4,99,4
39,39,25,99,25
5,5,5,99,5
12,12,12,99,12
7,7,7,99,7
7,7,7,60,7
7,7,7,60,7
5,5,5,99,5
3,7,15,91,15
5,5,5,91,5
5,5,5,99,5
5,5,5,60,5
57,57,57,99,57
6,5,6,44,6
3,5,3,99,3
1,1,1,99,1
7,7,7,102,7
0,17,0,99,0
3,5,3,99,3
0,5,0,99,0
12,12,12,112,12
67,99,67,99,0
99,99,60,102,99
99,99,60,64,99
99,99,60,112,99
6,5,6,99,6
5,5,5,99,5
3,5,10,99,10
0,17,0,99,0
5,5,5,99,5
5,5,5,99,5
52,52,52,99,82
52,52,52,99,82
2,5,2,99,14
2,5,2,99,14
5,5,5,99,5
1,4,1,99,1
2,2,2,99,95
3,3,3,99,3
0,5,0,99,6
5,5,5,102,5
4,4,4,99,4
3,7,15,99,15
7,7,15,99,15
5,5,5,99,5
28,1,62,99,62
57,57,57,99,57
5,5,5,99,5
52,52,39,101,25
39,39,25,99,76
12,12,12,99,12
5,5,5,99,5
2,5,2,103,2
99,99,0,103,9
3,5,3,103,3
5,5,5,103,5
5,5,5,60,5
20,20,20,86,20
2,5,2,99,55
2,2,2,64,55
2,2,2,99,55
5,5,5,60,5
12,12,12,64,12
6,5,0,64,6
25,25,25,110,25
5,5,5,100,5
5,5,5,44,5
5,5,5,60,5
5,5,5,99,5
5,5,5,60,5
3,3,3,64,3
12,12,12,99,12
6,5,6,99,6
0,52,25,110,27
4,4,0,99,0
52,52,52,99,35
52,99,52,99,35
2,14,14,99,2
5,5,5,99,5
1,4,1,99,1
1,1,1,99,1
1,1,1,99,1
25,39,25,99,25
3,3,3,99,3
5,5,5,99,5
1,4,1,99,1
12,12,12,99,12
57,52,73,99,73
2,2,2,99,2
1,1,1,99,1
37,37,37,99,37
39,39,39,110,25
5,5,5,110,5
5,5,5,99,5
0,5,6,99,0
3,3,3,99,3
5,5,5,99,5
4,4,4,99,4
4,4,4,99,4
3,3,3,99,3
3,5,3,99,3
12,12,12,99,12
12,12,12,99,12
2,5,2,99,2
2,14,14,99,2
2,14,14,99,2
2,5,14,99,2
5,5,6,99,6
5,5,5,99,5
5,5,5,99,5
5,5,5,99,5
5,5,5,99,5
5,5,5,99,5
5,5,5,99,5
4,1,4,99,4
52,52,52,99,82
6,5,6,99,34
2,5,2,99,2
2,5,2,81,2
2,5,2,81,2
5,5,5,81,5
5,5,5,81,5
2,5,2,81,2
5,5,5,99,5
1,1,1,60,1
2,2,2,99,2
3,5,6,99,70
3,5,3,81,3
5,5,5,81,5
5,5,5,81,5
5,5,5,99,5
1,1,1,99,1
1,1,1,100,1
27,99,0,99,27
27,99,25,99,27
27,99,0,99,27
27,99,0,99,27
52,52,52,99,52
99,112,60,99,60
99,112,60,99,60
3,5,10,0,3
8,8,8,0,8
5,5,5,99,5
5,5,5,99,5
0,5,0,99,0
14,14,14,99,14
12,12,12,99,12
12,12,12,99,12
4,4,4,60,4
2,5,19,99,0
5,5,5,99,5
5,5,5,99,5
14,14,14,99,14
5,5,5,99,5
14,14,14,109,2
2,2,2,109,0
57,57,57,109,57
57,57,57,109,57
0,5,0,109,0
0,0,62,99,62
5,5,5,99,5
1,1,1,60,1
0,5,0,100,6
6,5,0,99,0
4,4,4,99,4
7,7,15,109,15
4,4,31,109,31
4,4,4,109,4
2,5,2,99,2
3,3,85,99,3
1,4,1,106,1
4,4,4,106,4
4,1,4,109,4
3,3,3,99,3
99,99,9,99,9
6,5,6,99,0
5,5,5,99,5
5,5,5,99,5
4,12,48,99,48
14,14,55,99,2
0,4,17,99,0
0,99,60,99,0
1,1,1,99,1
2,5,2,99,2
3,3,3,99,3
99,99,60,99,0
5,5,5,99,5
6,5,0,81,0
4,4,48,81,4
4,4,4,81,4
5,5,5,81,5
4,4,4,99,0
4,1,4,99,4
60,99,60,99,60
52,52,52,99,52
3,3,85,99,10
5,5,5,99,5
1,1,1,99,1
2,3,2,81,2
2,5,2,99,55
12,12,12,99,64
3,3,3,99,10
5,5,5,99,5
5,5,5,99,5
5,5,5,81,5
52,99,35,81,52
52,99,52,81,52
3,3,3,81,10
99,112,64,81,57
0,0,0,62,0
1,1,1,104,1
2,5,2,104,2
0,4,62,104,0
52,52,52,99,52
4,4,4,110,4
0,61,61,99,61
5,5,5,99,5
5,5,5,2,5
2,5,2,12,2
1,1,1,110,1
1,1,1,110,1
1,1,1,99,1
1,4,1,99,1
5,5,5,0,5
14,5,2,99,14
5,5,5,99,5
12,12,12,99,12
5,5,5,99,5
99,99,60,105,60
5,5,5,99,5
2,2,2,99,2
3,5,3,99,3
3,3,3,99,3
4,4,4,99,4
4,4,4,99,4
12,12,12,99,12
20,52,27,60,39
3,3,3,60,3
5,5,5,99,5
52,52,78,104,78
52,52,78,100,78
4,4,48,81,48
48,48,48,81,48
4,12,48,81,48
5,5,5,109,5
85,2,85,109,3
37,37,37,109,37
3,5,3,109,3
12,4,80,109,99
12,4,80,109,99
4,4,4,109,4
2,5,2,109,2
2,5,2,109,2
5,5,5,109,5
5,5,5,109,5
5,5,5,98,5
3,5,3,111,3
81,99,74,12,74
5,5,5,111,5
5,5,5,102,5
5,5,5,2,5
5,5,5,0,5
5,5,5,81,5
5,5,5,84,5
2,5,34,81,6
4,4,4,102,4
2,5,2,102,20
5,5,0,81,6
81,81,81,102,81
3,3,3,102,3
1,1,1,0,1
5,5,5,0,5
5,5,5,105,5
4,4,4,4,4
52,52,52,60,52
1,1,1,60,1
3,5,0,112,0
4,12,90,81,90
7,7,7,112,7
5,5,5,112,5
5,5,5,81,5
5,5,5,112,5
5,5,5,112,5
5,5,5,112,5
99,99,99,113,60
4,1,4,112,4
4,4,4,81,4
4,4,4,81,4
5,5,5,81,5
52,52,52,112,52
0,1,61,112,61
7,7,7,112,7
3,3,3,112,3
3,5,10,112,85
52,52,0,113,94
1,1,1,113,1
3,3,3,81,3
5,5,5,81,5
12,12,62,112,0
0,5,0,98,0
0,65,40,98,40
5,5,5,98,63
99,99,60,98,99
99,99,60,98,99
99,99,60,100,99
99,99,60,98,99
99,99,0,39,0
4,4,4,112,4
1,1,1,112,1
1,1,1,100,1
1,1,1,113,1
1,1,1,60,1
1,1,1,98,1
1,1,1,112,1
0,0,0,98,64
52,52,52,98,52
5,5,5,98,5
99,99,60,112,60
5,5,5,112,5
99,99,0,110,99
99,99,99,81,60
4,4,4,0,4
4,4,4,112,4
4,4,4,0,4
81,81,81,0,0
12,12,12,112,12
4,4,0,112,0
5,5,5,112,5
3,3,10,115,10
5,5,5,115,5
5,5,5,115,5
7,7,7,98,7
98,1,0,99,98
5,5,5,112,5
5,5,5,112,5
5,5,5,98,5
52,52,52,112,52
5,5,5,112,5
0,17,0,112,19
17,17,19,0,19
4,4,0,0,0
3,5,3,0,3
5,5,5,113,5
5,5,5,112,5
5,5,5,112,5
5,5,5,112,5
5,5,5,112,5
3,5,3,112,3
99,99,60,112,60
3,5,3,112,3
8,8,8,113,8
8,8,8,112,8
8,8,8,112,8
5,5,5,112,5
5,5,5,112,5
3,5,10,48,10
3,3,3,60,3
3,5,3,98,3
5,5,5,112,5
7,7,7,98,7
7,7,7,98,7
7,7,7,112,7
5,5,5,39,5
8,8,8,98,8
5,5,5,112,5
3,5,3,112,10
4,4,4,60,4
4,4,4,60,4
24,24,24,98,24
52,52,52,98,52
62,4,62,98,62
7,7,7,112,7
52,52,52,98,52
52,52,52,98,52
7,7,7,112,7
4,4,116,112,0
4,12,48,112,48
4,12,48,112,48
2,5,2,112,2
5,5,5,112,5
3,5,3,112,3
5,5,5,98,5
5,5,5,0,5
1,1,1,84,1
3,3,3,112,10
5,5,5,113,5
5,5,5,112,2
5,5,5,112,5
57,57,57,112,60
5,5,5,113,5
5,5,5,112,5
12,12,12,112,12
98,1,98,113,0
52,52,52,112,52
5,5,5,98,5
5,5,5,98,5
5,5,5,112,5
12,5,37,112,37
5,5,5,113,5
2,2,0,98,6
52,52,8,112,8
12,12,12,98,12
4,4,4,113,4
4,4,4,112,4
4,4,4,112,4
3,3,85,92,3
57,52,41,112,41
8,8,8,92,8
12,12,12,112,12
0,0,0,98,62
103,99,50,112,67
6,5,0,84,6
5,5,5,60,5
5,5,5,62,5
0,17,0,62,0
0,17,0,62,0
0,0,0,98,12
99,99,60,98,99
4,4,4,112,4
5,5,5,92,5
4,4,4,84,4
99,99,60,112,99
99,99,60,112,99
99,99,60,112,99
99,99,60,112,99
99,99,60,112,99
99,99,99,113,99
99,99,60,13,99
99,99,60,13,99
99,99,99,112,99
99,99,60,112,99
99,99,99,79,99
99,99,60,79,99
3,5,3,13,3
57,57,57,13,57
2,5,2,112,2
3,5,3,0,3
2,5,2,13,69
12,12,12,0,12
7,7,7,1,7
5,5,5,116,5
99,99,60,116,99
65,65,65,116,65
5,5,5,55,5
61,1,61,107,61
61,1,61,2,61
98,1,0,107,98
98,4,26,99,98
5,5,5,99,5
52,52,52,90,52
5,5,5,90,5
5,5,5,90,5
99,99,60,90,99
99,99,60,99,99
99,99,60,99,99
99,99,60,99,99
99,99,60,55,99
17,5,0,55,0
4,4,4,86,4
5,5,5,118,5
5,5,5,118,5
5,5,5,118,5
5,5,5,6,5
5,5,5,6,5
4,1,4,6,4
6,5,6,6,0
6,5,6,6,0
6,5,6,6,0
6,5,6,6,0
5,5,5,6,5
7,7,7,6,7
1,1,1,6,1
1,1,1,6,1
1,1,1,0,1
2,3,2,6,2
4,4,4,6,4
4,4,0,6,0
3,5,3,6,3
5,5,5,6,5
4,4,4,6,4
7,7,15,0,15
12,12,12,6,12
5,5,5,6,5
5,5,5,6,5
4,12,48,6,48
5,5,5,6,5
2,5,2,6,2
5,5,5,6,5
37,5,37,6,37
5,5,5,6,5
12,12,12,6,12
12,12,12,6,12
1,1,1,6,1
28,4,0,6,62
5,5,5,6,5
5,5,5,6,5
2,5,2,6,2
0,17,0,6,0
0,17,0,6,0
17,17,0,6,0
2,5,2,6,55
5,5,5,6,5
5,5,5,6,5
0,5,0,6,89
1,1,1,6,1
52,52,33,6,33
5,5,5,6,5
1,1,0,6,9
5,5,5,6,5
5,5,5,6,5
7,7,7,6,7
57,57,57,6,57
98,4,98,6,26
5,5,5,6,5
2,5,2,6,0
52,52,0,6,35
0,0,0,6,0
4,4,4,6,4
4,1,4,6,4
52,52,35,6,52
0,0,73,6,0
52,52,73,6,73
5,5,5,6,5
99,99,99,6,99
52,52,35,6,21
4,4,4,6,4
4,4,4,6,4
57,52,73,6,73
0,5,0,6,0
99,99,99,6,99
1,1,1,6,1
1,1,1,6,1
5,5,5,6,5
28,1,62,6,62
5,5,5,6,5
5,5,5,6,5
4,4,4,6,4
4,4,4,6,4
5,5,5,6,5
4,1,4,6,4
0,5,93,6,77
99,99,60,6,99
52,24,24,6,24
0,99,60,6,81
0,1,0,6,98
5,5,5,6,5
5,5,5,6,2
5,5,5,13,5
5,5,5,6,5
52,52,52,6,42
99,99,60,6,99
99,99,60,6,99
57,57,57,6,57
52,52,52,5,52
5,5,5,6,5
52,52,52,6,52
5,5,5,6,5
5,5,5,6,5
99,99,0,6,99
2,1,62,6,62
0,4,0,6,12
99,99,60,6,99
4,4,4,6,4
12,12,62,6,83
73,73,73,6,73
57,0,57,6,57
5,5,5,6,5
5,5,5,6,5
12,4,62,6,56
5,5,5,6,5
5,5,5,6,5
5,5,6,51,6
0,0,0,51,38
5,5,5,9,5
2,5,6,53,6
99,99,60,0,99
4,4,4,33,4
5,5,5,51,5
61,61,61,51,61
1,1,1,53,1
5,5,5,53,5
0,0,0,33,0
99,99,20,53,20
99,99,20,53,20
5,5,5,53,5
39,99,20,53,25
4,1,4,53,4
3,3,2,53,2
2,3,2,53,2
12,4,83,0,0
12,4,0,53,0
12,4,0,0,0
12,4,0,57,0
12,4,0,53,0
12,1,0,53,0
52,52,52,53,52
1,1,1,0,68
81,60,81,53,81
5,5,5,57,5
5,5,5,53,5
99,99,0,53,99
5,5,5,53,5
99,99,60,53,99
12,4,62,5,0
99,99,60,4,99
99,99,60,4,99
99,99,60,0,99
99,99,60,4,99
99,99,60,29,99
99,99,60,29,99
99,99,99,5,99
99,99,60,29,99
99,99,60,5,99
99,99,60,29,99
99,99,60,29,99
99,99,60,5,99
99,99,60,27,99
99,99,60,27,99
3,3,3,27,10
99,99,60,27,99
99,99,60,27,99
99,99,60,27,99
1,1,1,27,1
1,4,1,27,1
0,5,0,27,0
57,57,57,27,57
99,99,60,9,99
57,52,41,60,41
52,52,52,60,78
52,52,52,16,35
4,4,4,16,4
99,99,60,16,99
5,5,5,16,5
5,5,5,52,5
5,5,5,17,5
5,5,5,17,5
5,5,5,17,5
3,3,3,84,3
3,3,3,0,3
1,4,71,17,71
28,4,62,17,62
52,52,35,17,35
1,1,1,17,1
5,5,5,17,5
1,1,1,17,1
5,5,5,17,5
1,4,1,17,1
5,5,5,17,5
0,0,0,17,8
3,5,3,17,3
99,99,60,17,60
99,99,99,17,99
57,57,57,17,57
4,4,0,17,4
2,5,2,17,2
5,5,5,17,5
99,99,60,17,99
1,1,1,17,1
2,5,2,17,2
5,5,5,17,5
2,5,2,17,2
5,5,5,17,5
5,0,15,17,7
2,5,14,17,2
1,1,71,17,71
2,2,2,17,2
2,5,2,17,2
0,8,8,17,8
5,5,5,17,5
5,5,5,17,5
52,52,52,17,52
52,52,52,17,52
5,5,5,17,5
28,28,28,17,28
5,5,5,17,5
0,0,91,17,0
37,37,37,17,37
3,5,10,17,10
99,99,60,17,99
2,5,2,17,2
2,5,2,17,69
3,3,3,46,85
3,5,3,17,85
57,24,73,52,73
4,4,4,3,4
7,7,7,52,7
4,4,4,17,4
5,5,5,17,5
3,3,10,17,10
5,5,5,0,5
5,5,5,52,63
5,5,5,17,72
5,5,5,8,5
62,17,62,0,62
62,62,62,17,62
62,4,62,52,0
5,5,5,8,5
52,52,35,17,52
52,52,52,17,0
52,52,52,17,52
99,99,99,81,0
4,4,4,41,4
99,99,99,17,99
99,99,99,8,99
99,99,99,17,99
99,99,99,17,99
99,99,99,17,99
99,99,99,17,99
99,99,99,17,99
99,99,99,17,99
99,99,99,17,99
99,99,60,17,99
99,99,60,84,99
52,52,52,17,52
5,5,5,84,5
0,5,0,17,97
3,3,3,17,3
3,3,3,17,3
3,3,3,8,3
5,5,5,8,5
5,5,5,28,5
5,5,5,28,5
4,4,4,28,4
99,99,99,28,99
52,99,32,28,78
28,28,28,12,28
3,5,85,8,85
3,3,3,60,85
5,5,5,46,5
4,1,4,8,4
4,4,4,28,4
4,4,4,52,4
1,4,1,28,1
5,5,5,28,5
2,5,2,20,14
2,5,2,28,14
52,52,52,28,78
3,3,3,28,3
54,37,54,28,54
0,5,37,28,37
82,82,25,0,39
5,5,5,52,5
5,5,5,28,2
2,5,2,33,2
2,5,14,52,2
3,3,3,17,3
3,3,3,17,85
5,5,5,17,5
5,5,5,17,5
52,52,0,17,52
57,57,57,17,57
4,4,4,17,4
60,99,60,33,0
5,5,5,17,5
5,5,5,17,5
52,52,42,17,52
3,3,3,17,10
57,57,57,17,57
52,52,52,28,52
37,37,37,28,37
37,5,37,57,37
99,99,99,57,0
99,99,99,57,0
99,99,99,57,99
3,5,3,57,3
57,57,57,57,57
28,4,28,57,28
8,8,0,57,8
1,1,1,52,1
5,5,5,52,5
57,57,57,28,57
99,99,60,52,60
99,99,60,28,60
57,57,57,33,57
5,5,5,28,5
2,5,2,28,2
20,20,25,28,20
3,5,85,33,85
3,3,85,0,85
3,5,3,28,3
1,1,1,28,1
99,99,99,28,0
5,5,5,28,5
99,99,99,28,99
99,99,0,28,99
99,99,60,28,99
1,1,1,32,0
37,5,37,28,37
5,5,5,0,5
5,5,5,0,5
52,52,35,0,52
52,52,0,28,0
5,5,5,33,5
3,5,85,8,10
5,5,6,28,6
99,99,60,28,99
99,99,60,28,99
99,99,99,28,99
99,99,60,33,99
99,99,99,6,99
99,99,60,28,99
99,99,60,28,99
99,99,60,28,99
99,99,60,28,99
99,99,0,33,99
99,99,60,28,99
99,99,60,28,99
99,99,60,28,99
6,5,35,28,0
5,5,5,28,5
57,52,41,28,41
4,4,4,28,4
57,57,57,55,57
4,4,4,55,4
0,0,0,33,0
5,5,5,28,5
0,5,6,2,6
2,5,2,2,2
0,12,100,2,0
5,5,5,20,5
0,4,28,28,28
28,4,28,28,28
12,12,12,28,12
4,4,4,46,4
5,5,79,60,0
5,5,5,46,5
5,5,5,60,5
24,24,24,52,24
5,5,5,55,5
5,5,5,2,5
5,5,5,2,5
5,5,5,2,5
5,5,5,2,5
57,57,57,2,57
6,5,0,52,0
0,99,0,2,0
5,5,5,27,5
99,99,86,2,60
99,99,86,2,60
99,99,86,0,60
99,99,86,52,60
99,99,60,52,60
99,99,86,2,60
99,99,60,0,60
3,3,3,20,3
52,52,20,52,60
7,7,7,0,7
4,4,4,2,4
5,5,5,20,5
99,99,60,2,60
3,3,3,27,85
3,3,3,0,85
99,99,20,20,0
1,1,1,41,1
7,7,7,52,7
52,52,52,8,52
52,52,52,2,52
3,3,85,2,10
5,5,5,0,5
3,3,3,12,3
5,5,5,2,5
99,99,0,1,99
3,5,3,33,3
0,5,43,20,43
0,5,43,14,43
0,5,43,55,43
0,17,43,34,43
0,5,43,2,43
52,52,33,1,20
3,3,85,1,3
4,4,4,1,4
20,99,0,0,20
5,5,5,1,5
5,5,5,81,5
3,5,85,1,85
12,12,12,1,12
12,12,0,1,100
99,99,86,1,60
99,99,60,1,60
3,3,85,8,85
40,40,40,52,40
0,40,40,1,40
5,5,5,1,5
3,3,3,1,3
3,3,3,1,3
3,3,3,1,3
99,99,9,1,9
99,99,99,1,0
5,5,5,1,5
65,65,65,1,65
